log level: INFO
Words to send: 2560
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
connected to ('192.168.10.102', 5084)
requested modulation: WISP5
using reader mode: {'C': 0, 'MaxTari': 6250, 'M': 2, 'PIE': 1500, 'StepTari': 0, 'R': 1, 'FLM': 2, 'MinTari': 6250, 'ModeIdentifier': 0, 'BDR': 640000, 'Mod': 0}
stopping politely
reader finished inventory
starting inventory
Read EPC: 13370000000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Next block: 090e640060(0/2560) --- Time elapsed: 0.267 secs
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 0 , Result=5
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Next block: 090e640e73(7/2560) --- Time elapsed: 0.515 secs
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640060, 0 , Result=5
Read EPC: 1337090e640060, 10 , Result=0
Read EPC: 1337090e640e73, 10 , Result=0
Next block: 090e641cdf(14/2560) --- Time elapsed: 0.791 secs
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e640e73, 4 , Result=5
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e640e73, 7 , Result=5
Read EPC: 1337090e640e73, 10 , Result=0
Read EPC: 1337090e641cdf, 10 , Result=0
Next block: 090e642ad0(21/2560) --- Time elapsed: 1.035 secs
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e641cdf, 8 , Result=5
Read EPC: 1337090e641cdf, 3 , Result=5
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e641cdf, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Next block: 090e643827(28/2560) --- Time elapsed: 1.295 secs
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 1 , Result=5
Read EPC: 1337090e642ad0, 3 , Result=5
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e642ad0, 10 , Result=0
Read EPC: 1337090e643827, 10 , Result=0
Next block: 090e6446c8(35/2560) --- Time elapsed: 1.545 secs
Read EPC: 1337090e643827, 4 , Result=5
Read EPC: 1337090e643827, 6 , Result=5
Read EPC: 1337090e643827, 7 , Result=5
Read EPC: 1337090e643827, 10 , Result=0
Read EPC: 1337090e643827, 10 , Result=0
Read EPC: 1337090e643827, 4 , Result=5
Read EPC: 1337090e643827, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Next block: 090e64549b(42/2560) --- Time elapsed: 1.825 secs
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 5 , Result=5
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 3 , Result=5
Read EPC: 1337090e6446c8, 3 , Result=5
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e6446c8, 10 , Result=0
Read EPC: 1337090e64549b, 10 , Result=0
Next block: 090e6462d5(49/2560) --- Time elapsed: 2.075 secs
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 8 , Result=5
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e64549b, 4 , Result=5
Read EPC: 1337090e64549b, 10 , Result=0
Read EPC: 1337090e6462d5, 10 , Result=0
Next block: 090e64708c(56/2560) --- Time elapsed: 2.345 secs
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 6 , Result=5
Read EPC: 1337090e6462d5, 2 , Result=5
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 5 , Result=5
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e6462d5, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Next block: 090e647eab(63/2560) --- Time elapsed: 2.596 secs
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 0 , Result=5
Read EPC: 1337090e64708c, 0 , Result=5
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e64708c, 10 , Result=0
Read EPC: 1337090e647eab, 10 , Result=0
Next block: 090e648c6c(70/2560) --- Time elapsed: 2.855 secs
Read EPC: 1337090e647eab, 6 , Result=5
Read EPC: 1337090e647eab, 5 , Result=5
Read EPC: 1337090e647eab, 10 , Result=0
Read EPC: 1337090e647eab, 6 , Result=5
Read EPC: 1337090e647eab, 10 , Result=0
Read EPC: 1337090e647eab, 5 , Result=5
Read EPC: 1337090e647eab, 10 , Result=0
Read EPC: 1337090e648c6c, 10 , Result=0
Next block: 090e649a98(77/2560) --- Time elapsed: 3.106 secs
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 0 , Result=5
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 8 , Result=5
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e648c6c, 10 , Result=0
Read EPC: 1337090e649a98, 5 , Result=5
Next block: 090e64a80f(84/2560) --- Time elapsed: 3.365 secs
Read EPC: 1337090e649a98, 3 , Result=5
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e649a98, 6 , Result=5
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e649a98, 7 , Result=5
Read EPC: 1337090e649a98, 10 , Result=0
Read EPC: 1337090e64a80f, 10 , Result=0
Next block: 090e64b63f(91/2560) --- Time elapsed: 3.621 secs
Read EPC: 1337090e64a80f, 0 , Result=5
Read EPC: 1337090e64a80f, 10 , Result=0
Read EPC: 1337090e64a80f, 10 , Result=0
