log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
connected to ('192.168.10.102', 5084)
requested modulation: WISP5
using reader mode: {'C': 0, 'MaxTari': 6250, 'M': 2, 'PIE': 1500, 'StepTari': 0, 'R': 1, 'FLM': 2, 'MinTari': 6250, 'ModeIdentifier': 0, 'BDR': 640000, 'Mod': 0}
stopping politely
reader finished inventory
starting inventory
Read EPC: 13370000000000, 1 , Result=0
Read EPC: 1337b105000000, 0 , Result=5
Next block: 0506640075(0/2689) --- Time elapsed: 0.265 secs
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Next block: 0506640681(3/2689) --- Time elapsed: 0.515 secs
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 4 , Result=5
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640075, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Next block: 0506640c97(6/2689) --- Time elapsed: 0.785 secs
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 3 , Result=5
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 1 , Result=5
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640681, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Next block: 0506641214(9/2689) --- Time elapsed: 1.035 secs
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 1 , Result=5
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506640c97, 3 , Result=5
Read EPC: 13370506640c97, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Next block: 05066418d3(12/2689) --- Time elapsed: 1.301 secs
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 3 , Result=5
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 13370506641214, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Next block: 0506641e93(15/2689) --- Time elapsed: 1.545 secs
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 5 , Result=5
Read EPC: 133705066418d3, 3 , Result=5
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 133705066418d3, 5 , Result=5
Read EPC: 133705066418d3, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Next block: 0506642454(18/2689) --- Time elapsed: 1.805 secs
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506641e93, 0 , Result=5
Read EPC: 13370506641e93, 1 , Result=5
Read EPC: 13370506641e93, 5 , Result=5
Read EPC: 13370506641e93, 5 , Result=5
Read EPC: 13370506641e93, 0 , Result=5
Read EPC: 13370506641e93, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Next block: 0506642a13(21/2689) --- Time elapsed: 2.062 secs
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642454, 6 , Result=0
Read EPC: 13370506642a13, 4 , Result=5
Next block: 0302643079(24/2689) --- Time elapsed: 2.315 secs
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 5 , Result=5
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 2 , Result=5
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 6 , Result=0
Read EPC: 13370506642a13, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Next block: 050664329b(25/2689) --- Time elapsed: 2.566 secs
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 4 , Result=0
Read EPC: 13370302643079, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Next block: 05066438f8(28/2689) --- Time elapsed: 2.835 secs
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 1337050664329b, 6 , Result=0
Read EPC: 133705066438f8, 6 , Result=0
Next block: 0506643e1a(31/2689) --- Time elapsed: 3.085 secs
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 4 , Result=5
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 3 , Result=5
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 133705066438f8, 3 , Result=5
Read EPC: 133705066438f8, 6 , Result=0
Read EPC: 13370506643e1a, 2 , Result=5
Next block: 0506644479(34/2689) --- Time elapsed: 3.345 secs
Read EPC: 13370506643e1a, 5 , Result=5
Read EPC: 13370506643e1a, 6 , Result=0
Read EPC: 13370506643e1a, 6 , Result=0
Read EPC: 13370506643e1a, 1 , Result=5
Read EPC: 13370506643e1a, 6 , Result=0
Read EPC: 13370506643e1a, 2 , Result=5
Read EPC: 13370506643e1a, 0 , Result=5
Read EPC: 13370506643e1a, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Next block: 0506644a9a(37/2689) --- Time elapsed: 3.595 secs
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 1 , Result=5
Read EPC: 13370506644479, 4 , Result=5
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 2 , Result=5
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644479, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Next block: 030264507a(40/2689) --- Time elapsed: 3.855 secs
Read EPC: 13370506644a9a, 5 , Result=5
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 2 , Result=5
Read EPC: 13370506644a9a, 6 , Result=0
Read EPC: 13370506644a9a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Next block: 05066452e2(41/2689) --- Time elapsed: 4.105 secs
Read EPC: 1337030264507a, 0 , Result=5
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 0 , Result=5
Read EPC: 1337030264507a, 4 , Result=0
Read EPC: 1337030264507a, 2 , Result=5
Read EPC: 1337030264507a, 4 , Result=5
Read EPC: 1337030264507a, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Next block: 0506645861(44/2689) --- Time elapsed: 4.391 secs
Read EPC: 133705066452e2, 0 , Result=5
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 133705066452e2, 5 , Result=5
Read EPC: 133705066452e2, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Next block: 0506645e9d(47/2689) --- Time elapsed: 4.635 secs
Read EPC: 13370506645861, 1 , Result=5
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 5 , Result=5
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645861, 6 , Result=0
Read EPC: 13370506645e9d, 3 , Result=5
Next block: 050664641e(50/2689) --- Time elapsed: 4.905 secs
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 1 , Result=5
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 13370506645e9d, 6 , Result=0
Read EPC: 1337050664641e, 6 , Result=0
Next block: 0506646ae1(53/2689) --- Time elapsed: 5.155 secs
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 0 , Result=5
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 1 , Result=5
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 1 , Result=5
Read EPC: 1337050664641e, 6 , Result=0
Read EPC: 1337050664641e, 4 , Result=5
