log level: INFO
Words to send: 2560
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
connected to ('192.168.10.102', 5084)
requested modulation: WISP5
using reader mode: {'C': 0, 'MaxTari': 6250, 'M': 2, 'PIE': 1500, 'StepTari': 0, 'R': 1, 'FLM': 2, 'MinTari': 6250, 'ModeIdentifier': 0, 'BDR': 640000, 'Mod': 0}
stopping politely
reader finished inventory
starting inventory
Read EPC: 13370000000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Next block: 070a640020(0/2560) --- Time elapsed: 0.267 secs
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 1 , Result=0
Read EPC: 1337b105000000, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Next block: 070a640a44(5/2560) --- Time elapsed: 0.516 secs
Read EPC: 1337070a640020, 4 , Result=5
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640020, 8 , Result=0
Read EPC: 1337070a640a44, 8 , Result=0
Next block: 070a64147b(10/2560) --- Time elapsed: 0.775 secs
Read EPC: 1337070a640a44, 8 , Result=0
Read EPC: 1337070a640a44, 0 , Result=5
Read EPC: 1337070a640a44, 5 , Result=5
Read EPC: 1337070a640a44, 8 , Result=0
Read EPC: 1337070a640a44, 8 , Result=0
Read EPC: 1337070a640a44, 0 , Result=5
Read EPC: 1337070a640a44, 8 , Result=0
Read EPC: 1337070a64147b, 8 , Result=0
Next block: 070a641ec9(15/2560) --- Time elapsed: 1.025 secs
Read EPC: 1337070a64147b, 3 , Result=5
Read EPC: 1337070a64147b, 8 , Result=0
Read EPC: 1337070a64147b, 0 , Result=5
Read EPC: 1337070a64147b, 3 , Result=5
